index,Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
4400,13th FINA World Championships 2009,07:32.1,7/29/2009,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"ZHANG, Lin",M,1/6/1987,1,Rome,ITA,0:07:32:12
4401,13th FINA World Championships 2009,07:35.3,7/29/2009,Men 800 Freestyle LCM Male,TUN,Tunisia,"MELLOULI, Ous",M,2/16/1984,2,Rome,ITA,0:07:35:27
4402,14th FINA World Championships 2011,07:38.6,7/27/2011,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,3,Shanghai,CHN,0:07:38:57
4403,11th FINA World Championships 2005,07:38.7,7/27/2005,Men 800 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,5/9/1980,4,Montreal,CAN,0:07:38:65
4404,9th FINA World Championships 2001,07:39.2,7/24/2001,Men 800 Freestyle LCM Male,AUS,Australia,"THORPE, Ian",M,10/13/1982,5,Fukuoka,JPN,0:07:39:16
4405,18th FINA World Championships 2019,07:39.3,7/24/2019,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,6,Gwangju,KOR,0:07:39:27
4406,19th FINA World Championships Budapest 2022,07:39.4,6/21/2022,Men 800 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11/6/1999,7,Budapest,HUN,0:07:39:36
4407,19th FINA World Championships Budapest 2022,07:39.6,6/21/2022,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,8,Budapest,HUN,0:07:39:63
4408,16th FINA World Championships 2015,07:40.0,8/5/2015,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,9,Kazan,RUS,0:07:39:96
4409,19th FINA World Championships Budapest 2022,07:40.1,6/21/2022,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,10,Budapest,HUN,0:07:40:05
4410,57th International Trophy “Settecolli”,07:40.2,8/12/2020,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,11,Rome,ITA,0:07:40:22
4411,9th FINA World Championships 2001,07:40.3,7/24/2001,Men 800 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,5/9/1980,12,Fukuoka,JPN,0:07:40:34
4412,17th FINA World Championships 2017,07:40.8,7/26/2017,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,8/29/1994,13,Budapest,HUN,0:07:40:77
4413,16th FINA World Championships 2015,07:40.8,8/5/2015,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,14,Kazan,RUS,0:07:40:81
4414,European Championships 2022,07:40.9,8/13/2022,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,15,Rome,ITA,0:07:40:86
4415,19th FINA World Championships Budapest 2022,07:41.2,6/21/2022,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,16,Budapest,HUN,0:07:41:19
4416,Olympic Games Tokyo 2020,07:41.3,7/27/2021,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,17,Tokyo,JPN,0:07:41:28
4417,18th FINA World Championships 2019,07:41.3,7/24/2019,Men 800 Freestyle LCM Male,NOR,Norway,"CHRISTIANSEN, Henrik",M,10/9/1996,18,Gwangju,KOR,0:07:41:28
4418,15th FINA World Championships 2013,07:41.4,7/31/2013,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,19,Barcelona,ESP,0:07:41:36
4419,Malmsten Swim Open Stockholm,07:41.4,4/12/2022,Men 800 Freestyle LCM Male,GER,Germany,"MARTENS, Lukas",M,12/27/2001,20,Stockholm,SWE,0:07:41:43
4420,2001 Australian Championships & World Championship Trials,07:41.6,3/26/2001,Men 800 Freestyle LCM Male,AUS,Australia,"THORPE, Ian",M,10/13/1982,21,Hobart,AUS,0:07:41:59
4421,Italian National Championship (50m),07:41.6,4/6/2017,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,8/29/1994,22,Riccione,ITA,0:07:41:64
4422,17th FINA World Championships 2017,07:41.7,7/26/2017,Men 800 Freestyle LCM Male,POL,Poland,"WOJDAK, Wojciech",M,3/13/1996,23,Budapest,HUN,0:07:41:73
4423,Olympic Games Tokyo 2020,07:41.8,7/27/2021,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,24,Tokyo,JPN,0:07:41:77
4424,13th FINA World Championships 2009,07:41.8,7/28/2009,Men 800 Freestyle LCM Male,TUN,Tunisia,"MELLOULI, Ous",M,2/16/1984,25,Rome,ITA,0:07:41:82
4425,14th FINA World Championships 2011,07:41.9,7/27/2011,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10/29/1988,26,Shanghai,CHN,0:07:41:86
4426,Olympic Games Tokyo 2020,07:41.9,7/29/2021,Men 800 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11/6/1999,27,Tokyo,JPN,0:07:41:87
4427,13th FINA World Championships 2009,07:41.9,7/29/2009,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10/29/1988,28,Rome,ITA,0:07:41:92
4428,Italian National Championships (50m),07:42.0,4/1/2021,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,29,Riccione,ITA,0:07:41:96
4429,18th FINA World Championships 2019,07:42.1,7/24/2019,Men 800 Freestyle LCM Male,FRA,France,"AUBRY, David",M,11/8/1996,30,Gwangju,KOR,0:07:42:08
4430,Olympic Games Tokyo 2020,07:42.1,7/29/2021,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,31,Tokyo,JPN,0:07:42:11
4431,Olympic Games Tokyo 2020,07:42.3,7/29/2021,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,32,Tokyo,JPN,0:07:42:33
4432,European Championships 2016,07:42.3,5/20/2016,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,33,London,GBR,0:07:42:33
4433,17th FINA World Championships 2017,07:42.4,7/26/2017,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,34,Budapest,HUN,0:07:42:44
4434,Malmsten Swim Open Stockholm,07:42.5,4/15/2019,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,35,Stockholm,SWE,0:07:42:49
4435,Hancock Prospecting Australian Swimming Trials 2021,07:42.5,6/14/2021,Men 800 Freestyle LCM Male,AUS,Australia,"MCLOUGHLIN, Jack Alan",M,2/1/1995,36,Adelaide,AUS,0:07:42:51
4436,European Championships 2021,07:42.6,5/22/2021,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,37,Budapest,HUN,0:07:42:61
4437,18th FINA World Championships 2019,07:42.6,7/24/2019,Men 800 Freestyle LCM Male,AUS,Australia,"MCLOUGHLIN, Jack Alan",M,2/1/1995,38,Gwangju,KOR,0:07:42:64
4438,European Championships 2022,07:42.7,8/13/2022,Men 800 Freestyle LCM Male,GER,Germany,"MARTENS, Lukas",M,12/27/2001,39,Rome,ITA,0:07:42:65
4439,Olympic Games Tokyo 2020,07:42.7,7/29/2021,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,40,Tokyo,JPN,0:07:42:68
4440,Olympic Games Tokyo 2020,07:42.7,7/27/2021,Men 800 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11/6/1999,41,Tokyo,JPN,0:07:42:72
4441,Italian National Spring Championships (50m),07:42.7,4/8/2014,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,8/29/1994,42,Riccione,ITA,0:07:42:74
4442,European Championships 2018,07:43.0,8/8/2018,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,43,Glasgow,GBR,0:07:42:96
4443,Italian National Spring Championships (50m),07:43.0,4/8/2014,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,44,Riccione,ITA,0:07:43:01
4444,Malmsten Swim Open Stockholm,07:43.0,4/15/2019,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,45,Stockholm,SWE,0:07:43:03
4445,53th International Trophy “Settecolli”,07:43.1,6/26/2016,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,8/29/1994,46,Rome,ITA,0:07:43:06
4446,Malmsten Swim Open Stockholm,07:43.1,4/12/2022,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,47,Stockholm,SWE,0:07:43:10
4447,Phillips 66 International Team Trials 2022,07:43.3,4/30/2022,Men 800 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11/6/1999,48,Greensboro,USA,0:07:43:32
4448,European Championships 2022,07:43.4,8/13/2022,Men 800 Freestyle LCM Male,ITA,Italy,"GALOSSI, Lorenzo",M,5/25/2006,49,Rome,ITA,0:07:43:37
4449,European Championships 2016,07:43.5,5/20/2016,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,8/29/1994,50,London,GBR,0:07:43:52
4450,15th FINA World Championships 2013,07:43.6,7/31/2013,Men 800 Freestyle LCM Male,USA,United States of America,"MC BROOM, Michael",M,5/16/1991,51,Barcelona,ESP,0:07:43:60
4451,Canadian World Championships Trials 2013,07:43.6,4/3/2013,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10/29/1988,52,Victoria,CAN,0:07:43:61
4452,13th FINA World Championships 2009,07:43.6,7/28/2009,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10/29/1988,53,Rome,ITA,0:07:43:61
4453,European Championships 2021,07:43.6,5/22/2021,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,54,Budapest,HUN,0:07:43:62
4454,15th FINA World Championships 2013,07:43.7,7/31/2013,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10/29/1988,55,Barcelona,ESP,0:07:43:70
4455,13th Pan Pacific Championships 2018,07:43.7,8/12/2018,Men 800 Freestyle LCM Male,USA,United States of America,"GROTHE, Zane",M,4/22/1992,56,Tokyo,JPN,0:07:43:74
4456,10th FINA World Championships 2003,07:43.8,7/25/2003,Men 800 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,5/9/1980,57,Barcelona,ESP,0:07:43:82
4457,Italian National Championships (50m),07:43.8,4/4/2019,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,8/29/1994,58,Riccione,ITA,0:07:43:83
4458,13th FINA World Championships 2009,07:43.8,7/29/2009,Men 800 Freestyle LCM Male,ITA,Italy,"COLBERTALDO, Federico",M,10/17/1988,59,Rome,ITA,0:07:43:84
4459,18th FINA World Championships 2019,07:43.9,7/24/2019,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,8/29/1994,60,Gwangju,KOR,0:07:43:89
4460,Open National Swimming Championships,07:43.9,3/11/2020,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,61,Kharkiv,UKR,0:07:43:90
4461,16th FINA World Championships 2015,07:44.0,8/5/2015,Men 800 Freestyle LCM Male,AUS,Australia,"HORTON, Mack",M,4/25/1996,62,Kazan,RUS,0:07:44:02
4462,Chinese National Championships (50m),07:44.1,4/2/2011,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,63,Wuhan,CHN,0:07:44:12
4463,19th FINA World Championships Budapest 2022,07:44.2,6/25/2022,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,64,Budapest,HUN,0:07:44:19
4464,17th FINA World Championships 2017,07:44.2,7/26/2017,Men 800 Freestyle LCM Male,NOR,Norway,"CHRISTIANSEN, Henrik",M,10/9/1996,65,Budapest,HUN,0:07:44:21
4465,15th FINA World Championships 2013,07:44.3,7/31/2013,Men 800 Freestyle LCM Male,USA,United States of America,"JAEGER, Connor",M,4/30/1991,66,Barcelona,ESP,0:07:44:26
4466,13th FINA World Championships 2009,07:44.3,7/28/2009,Men 800 Freestyle LCM Male,ITA,Italy,"COLBERTALDO, Federico",M,10/17/1988,67,Rome,ITA,0:07:44:29
4467,13th FINA World Championships 2009,07:44.3,7/29/2009,Men 800 Freestyle LCM Male,GBR,Great Britain,"DAVIES, David",M,3/3/1985,68,Rome,ITA,0:07:44:32
4468,9th FINA World Championships 2001,07:44.5,7/29/2001,Men 800 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,5/9/1980,69,Fukuoka,JPN,0:07:44:47
4469,16th FINA World Championships 2015,07:44.5,8/5/2015,Men 800 Freestyle LCM Male,USA,United States of America,"JAEGER, Connor",M,4/30/1991,70,Kazan,RUS,0:07:44:51
4470,US National Championships (50m),07:44.6,7/29/2018,Men 800 Freestyle LCM Male,USA,United States of America,"GROTHE, Zane",M,4/22/1992,71,Irvine,USA,0:07:44:57
4471,19th FINA World Championships Budapest 2022,07:44.8,6/20/2022,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,72,Budapest,HUN,0:07:44:75
4472,16th FINA World Championships 2015,07:44.8,8/4/2015,Men 800 Freestyle LCM Male,USA,United States of America,"JAEGER, Connor",M,4/30/1991,73,Kazan,RUS,0:07:44:77
4473,9th Pan Pacific Championships 2002,07:44.8,8/25/2002,Men 800 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,5/9/1980,74,Yokohama,JPN,0:07:44:78
4474,19th FINA World Championships Budapest 2022,07:44.8,6/20/2022,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,75,Budapest,HUN,0:07:44:80
4475,14th FINA World Championships 2011,07:44.9,7/27/2011,Men 800 Freestyle LCM Male,HUN,Hungary,"KIS, Gergo",M,1/19/1988,76,Shanghai,CHN,0:07:44:94
4476,Olympic Games Rio 2016,07:45.0,8/13/2016,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,77,Rio de Janeiro,BRA,0:07:44:97
4477,European Championships 2014,07:45.0,8/22/2014,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,78,Berlin,GER,0:07:44:98
4478,Olympic Games Tokyo 2020,07:45.0,7/29/2021,Men 800 Freestyle LCM Male,AUS,Australia,"MCLOUGHLIN, Jack Alan",M,2/1/1995,79,Tokyo,JPN,0:07:45:00
4479,18th FINA World Championships 2019,07:45.0,7/24/2019,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,80,Gwangju,KOR,0:07:45:01
4480,European Championships 2022,07:45.0,8/16/2022,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,81,Rome,ITA,0:07:45:02
4481,European Championships 2022,07:45.0,8/13/2022,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,82,Rome,ITA,0:07:45:03
4482,Olympic Games Tokyo 2020,07:45.1,7/29/2021,Men 800 Freestyle LCM Male,UKR,Ukraine,"FROLOV, Sergii",M,4/14/1992,83,Tokyo,JPN,0:07:45:11
4483,Malmsten Swim Open Stockholm,07:45.1,4/15/2019,Men 800 Freestyle LCM Male,NOR,Norway,"CHRISTIANSEN, Henrik",M,10/9/1996,84,Stockholm,SWE,0:07:45:11
4484,European Championships 2018,07:45.1,8/8/2018,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,85,Glasgow,GBR,0:07:45:12
4485,16th FINA World Championships 2015,07:45.1,8/4/2015,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,86,Kazan,RUS,0:07:45:15
4486,13th Pan Pacific Championships 2018,07:45.2,8/12/2018,Men 800 Freestyle LCM Male,USA,United States of America,"WILIMOVSKY, Jordan",M,4/22/1994,87,Tokyo,JPN,0:07:45:19
4487,14th FINA World Championships 2011,07:45.3,7/26/2011,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,88,Shanghai,CHN,0:07:45:29
4488,Australian National Championships (50m),07:45.3,5/20/2022,Men 800 Freestyle LCM Male,AUS,Australia,"WINNINGTON, Elijah",M,5/5/2000,89,Adelaide,AUS,0:07:45:30
4489,17th FINA World Championships 2017,07:45.3,7/25/2017,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,90,Budapest,HUN,0:07:45:31
4490,Malmsten Swim Open Stockholm,07:45.3,4/12/2022,Men 800 Freestyle LCM Male,AUT,Austria,"AUBOECK, Felix",M,12/19/1996,91,Stockholm,SWE,0:07:45:32
4491,Italian National Championships (50m),07:45.4,4/4/2019,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,92,Riccione,ITA,0:07:45:35
4492,12th Pan Pacific Championships 2014,07:45.4,8/24/2014,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10/29/1988,93,Gold Coast,AUS,0:07:45:39
4493,57th International Trophy “Settecolli”,07:45.4,8/13/2020,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,94,Rome,ITA,0:07:45:41
4494,Olympic Games London 2012,07:45.5,8/4/2012,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,95,London,GBR,0:07:45:45
4495,19th FINA World Championships Budapest 2022,07:45.5,6/21/2022,Men 800 Freestyle LCM Male,BRA,Brazil,"COSTA, Guilherme",M,10/1/1998,96,Budapest,HUN,0:07:45:48
4496,Campionato Italiano Assoluto UnipolSai 2018,07:45.5,4/12/2018,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,97,Riccione,ITA,0:07:45:53
4497,Campionato Italiano Assoluto UnipolSai 2018,07:45.5,4/10/2018,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,98,Riccione,ITA,0:07:45:53
4498,National French Championships (50m),07:45.5,6/17/2021,Men 800 Freestyle LCM Male,TUN,Tunisia,"HAFNAOUI, Ahmed",M,12/4/2002,99,Chartres,FRA,0:07:45:54
4499,14th FINA World Championships 2011,07:45.5,7/26/2011,Men 800 Freestyle LCM Male,FAR,Faroe Islands,"JOENSEN, Pal",M,12/10/1990,100,Shanghai,CHN,0:07:45:55
4500,17th FINA World Championships 2017,07:45.6,7/30/2017,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,101,Budapest,HUN,0:07:45:57
4501,14th FINA World Championships 2011,07:45.6,7/26/2011,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10/29/1988,102,Shanghai,CHN,0:07:45:57
4502,European Championships 2018,07:45.6,8/8/2018,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,103,Glasgow,GBR,0:07:45:60
4503,Chinese National Championships (50m),07:45.6,4/1/2013,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,104,Zhengzhou,CHN,0:07:45:60
4504,11th FINA World Championships 2005,07:45.6,7/27/2005,Men 800 Freestyle LCM Male,USA,United States of America,"JENSEN, Larsen",M,9/1/1985,105,Montreal,CAN,0:07:45:63
4505,16th FINA World Championships 2015,07:45.7,8/5/2015,Men 800 Freestyle LCM Male,NOR,Norway,"CHRISTIANSEN, Henrik",M,10/9/1996,106,Kazan,RUS,0:07:45:66
4506,4th FINA World Junior Swimming Championships 2013,07:45.7,8/28/2013,Men 800 Freestyle LCM Male,AUS,Australia,"HORTON, Mack",M,4/25/1996,107,Dubai,UAE,0:07:45:67
4507,18th FINA World Championships 2019,07:45.7,7/23/2019,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,108,Gwangju,KOR,0:07:45:70
4508,Olympic Games Tokyo 2020,07:45.7,7/27/2021,Men 800 Freestyle LCM Male,AUT,Austria,"AUBOECK, Felix",M,12/19/1996,109,Tokyo,JPN,0:07:45:73
4509,29th Summer Universiade 2017,07:45.8,8/24/2017,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,110,Taipei City,TPE,0:07:45:76
4510,European Championships 2022,07:45.8,8/16/2022,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,111,Rome,ITA,0:07:45:80
4511,17th FINA World Championships 2017,07:45.9,7/30/2017,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,112,Budapest,HUN,0:07:45:85
4512,13th FINA World Championships 2009,07:45.9,7/28/2009,Men 800 Freestyle LCM Male,GBR,Great Britain,"DAVIES, David",M,3/3/1985,113,Rome,ITA,0:07:45:89
4513,16th FINA World Championships 2015,07:45.9,8/5/2015,Men 800 Freestyle LCM Male,POL,Poland,"WOJDAK, Wojciech",M,3/13/1996,114,Kazan,RUS,0:07:45:90
4514,7th FINA World Junior Swimming Championships 2019,07:45.9,8/22/2019,Men 800 Freestyle LCM Male,CRO,Croatia,"GRGIC, Franko",M,1/31/2003,115,Budapest,HUN,0:07:45:92
4515,14th FINA World Championships 2011,07:46.0,7/27/2011,Men 800 Freestyle LCM Male,TUN,Tunisia,"MELLOULI, Ous",M,2/16/1984,116,Shanghai,CHN,0:07:45:99
4516,15th Commonwealth Games 1994,07:46.0,8/19/1994,Men 800 Freestyle LCM Male,AUS,Australia,"PERKINS, Kieren",M,8/14/1973,117,Victoria,CAN,0:07:46:00
4517,Italian National Championships (50m),07:46.0,4/11/2022,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,118,Milano,ITA,0:07:46:01
4518,57th International Trophy “Settecolli”,07:46.0,8/12/2020,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,8/29/1994,119,Rome,ITA,0:07:46:04
4519,13th FINA World Championships 2009,07:46.1,7/28/2009,Men 800 Freestyle LCM Male,RUS,Russian Federation,"PRILUKOV, Yuriy",M,6/14/1984,120,Rome,ITA,0:07:46:05
4520,Australian National Championships (50m),07:46.1,4/7/2016,Men 800 Freestyle LCM Male,AUS,Australia,"HORTON, Mack",M,4/25/1996,121,Adelaide,AUS,0:07:46:07
4521,19th FINA World Championships Budapest 2022,07:46.1,6/20/2022,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,8/29/1994,122,Budapest,HUN,0:07:46:08
4522,Olympic Games Tokyo 2020,07:46.1,7/27/2021,Men 800 Freestyle LCM Male,BRA,Brazil,"COSTA, Guilherme",M,10/1/1998,123,Tokyo,JPN,0:07:46:09
4523,European Championships 2021,07:46.1,5/22/2021,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,8/29/1994,124,Budapest,HUN,0:07:46:10
4524,19th FINA World Championships Budapest 2022,07:46.2,6/20/2022,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,125,Budapest,HUN,0:07:46:24
4525,European Championships 2016,07:46.2,5/18/2016,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,126,London,GBR,0:07:46:24
4526,29th Summer Universiade 2017,07:46.3,8/24/2017,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,127,Taipei City,TPE,0:07:46:28
4527,French National Championships (50m),07:46.3,4/20/2019,Men 800 Freestyle LCM Male,FRA,France,"AUBRY, David",M,11/8/1996,128,Rennes,FRA,0:07:46:30
4528,19th FINA World Championships Budapest 2022,07:46.3,6/20/2022,Men 800 Freestyle LCM Male,IRL,Ireland,"WIFFEN, Daniel",M,7/14/2001,129,Budapest,HUN,0:07:46:32
4529,55th International Trophy “Settecolli”,07:46.3,6/30/2018,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,130,Rome,ITA,0:07:46:33
4530,55th International Trophy “Settecolli”,07:46.3,6/29/2018,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,131,Rome,ITA,0:07:46:33
4531,19th FINA World Championships Budapest 2022,07:46.4,6/20/2022,Men 800 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11/6/1999,132,Budapest,HUN,0:07:46:36
4532,18th FINA World Championships 2019,07:46.4,7/23/2019,Men 800 Freestyle LCM Male,FRA,France,"AUBRY, David",M,11/8/1996,133,Gwangju,KOR,0:07:46:37
4533,Italian National Championships (50m),07:46.4,4/6/2019,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,134,Riccione,ITA,0:07:46:39
4534,17th FINA World Championships 2017,07:46.4,7/25/2017,Men 800 Freestyle LCM Male,POL,Poland,"WOJDAK, Wojciech",M,3/13/1996,135,Budapest,HUN,0:07:46:39
4535,16th FINA World Championships 2015,07:46.4,8/4/2015,Men 800 Freestyle LCM Male,GBR,Great Britain,"MILNE, Stephen",M,4/29/1994,136,Kazan,RUS,0:07:46:41
4536,18th FINA World Championships 2019,07:46.4,7/23/2019,Men 800 Freestyle LCM Male,AUS,Australia,"MCLOUGHLIN, Jack Alan",M,2/1/1995,137,Gwangju,KOR,0:07:46:42
4537,18th FINA World Championships 2019,07:46.5,7/23/2019,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,8/29/1994,138,Gwangju,KOR,0:07:46:46
4538,Italian Open Swimming Championships,07:46.5,12/18/2020,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,139,Riccione,ITA,0:07:46:49
